_id,category,collection,color,description,display,id,keyword,material,name,photo,price,size,sku,stock,type,url
635ab5d7e4e8397ee684c202,"[{""value"":""Tables"",""label"":""Tables""},{""value"":""Bars"",""label"":""Bars"",""parent"":""Tables""}]","[{""value"":""Chesterfield Collection"",""label"":""Chesterfield Collection""}]",black,Madeline Coffee Table,true,635ab5d7e4e8397ee684c202,Madeline Coffee Table,wood,Madeline Coffee Table,https://res.cloudinary.com/mccollins-media/image/upload/v1666889121/mint/egt6vofx5bemdvzzqvoc.jpg,180,21,Coffee-madeline,70,normal,madeline-coffee-table
635ab64de4e8397ee684c203,"[{""value"":""Seating"",""label"":""Seating""},{""value"":""Lounge Sofa"",""label"":""Lounge Sofa"",""parent"":""Seating""}]","[{""value"":""Art Deco Collection - Wedding"",""label"":""Art Deco Collection - Wedding""}]",black,Hayden Three Seater Sofa,true,635ab64de4e8397ee684c203,Hayden Three Seater Sofa,Lather,Hayden Three Seater Sofa,https://res.cloudinary.com/mccollins-media/image/upload/v1666889239/mint/raqo1fjev7r5mfs4yrrx.jpg,395,50,LNG111,106,normal,hayden-three-seater-sofa
